classname_modelid-view,classid,azimuth,elevation
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-03,03636649,98.8,-1.7
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-04,03636649,232.7,-3.2
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-05,03636649,36.4,7.5
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-06,03636649,147.3,35.4
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-07,03636649,181.4,-4.1
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-08,03636649,144.9,-6.8
lamp_5489ecdeac5c1cfb38bc5dac9ac556bb-09,03636649,163.2,16.7
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-00,03636649,231.9,22.1
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-01,03636649,26.1,35.4
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-02,03636649,16.4,-14.6
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-03,03636649,44.8,49.7
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-04,03636649,303.3,43.5
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-05,03636649,233.2,38.6
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-06,03636649,301.5,28.1
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-07,03636649,302.6,-5.1
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-08,03636649,291.2,44.5
lamp_5493cc3e023e9e6ffcb8d8c6d4df8143-09,03636649,131.1,-5.4
lamp_54a7ea6d6e297a849eb34048e600e1ea-00,03636649,295.5,-18.8
lamp_54a7ea6d6e297a849eb34048e600e1ea-01,03636649,100.4,45.5
lamp_54a7ea6d6e297a849eb34048e600e1ea-02,03636649,127.1,-13.7
lamp_54a7ea6d6e297a849eb34048e600e1ea-03,03636649,305.6,46.5
lamp_54a7ea6d6e297a849eb34048e600e1ea-04,03636649,249.9,-1.3
lamp_54a7ea6d6e297a849eb34048e600e1ea-05,03636649,41.4,-8.3
lamp_54a7ea6d6e297a849eb34048e600e1ea-06,03636649,231.2,-7.8
lamp_54a7ea6d6e297a849eb34048e600e1ea-07,03636649,153.1,37.0
lamp_54a7ea6d6e297a849eb34048e600e1ea-08,03636649,81.5,5.7
lamp_54a7ea6d6e297a849eb34048e600e1ea-09,03636649,323.5,-13.9
lamp_54ad0800a524a96ee039576a17a0737d-00,03636649,313.6,-15.7
lamp_54ad0800a524a96ee039576a17a0737d-01,03636649,201.9,34.0
lamp_54ad0800a524a96ee039576a17a0737d-02,03636649,48.8,30.8
lamp_54ad0800a524a96ee039576a17a0737d-03,03636649,230.2,-11.4
lamp_54ad0800a524a96ee039576a17a0737d-04,03636649,246.2,35.7
lamp_54ad0800a524a96ee039576a17a0737d-05,03636649,344.9,17.3
lamp_54ad0800a524a96ee039576a17a0737d-06,03636649,214.3,-1.9
lamp_54ad0800a524a96ee039576a17a0737d-07,03636649,142.6,-6.1
lamp_54ad0800a524a96ee039576a17a0737d-08,03636649,127.8,-15.3
lamp_54ad0800a524a96ee039576a17a0737d-09,03636649,343.7,33.8
lamp_54d9556d51287bb470a43c2d978e502e-00,03636649,164.3,4.5
lamp_54d9556d51287bb470a43c2d978e502e-01,03636649,103.2,47.0
lamp_54d9556d51287bb470a43c2d978e502e-02,03636649,289.6,23.2
lamp_54d9556d51287bb470a43c2d978e502e-03,03636649,91.9,-3.5
lamp_54d9556d51287bb470a43c2d978e502e-04,03636649,255.3,-11.1
lamp_54d9556d51287bb470a43c2d978e502e-05,03636649,113.0,40.3
lamp_54d9556d51287bb470a43c2d978e502e-06,03636649,107.6,-19.1
lamp_54d9556d51287bb470a43c2d978e502e-07,03636649,234.2,-0.2
lamp_54d9556d51287bb470a43c2d978e502e-08,03636649,225.0,-12.1
lamp_54d9556d51287bb470a43c2d978e502e-09,03636649,313.4,-12.2
lamp_54f858f74a0eb7d5ee11949398abce38-00,03636649,200.7,21.3
lamp_54f858f74a0eb7d5ee11949398abce38-01,03636649,307.1,26.7
lamp_54f858f74a0eb7d5ee11949398abce38-02,03636649,344.8,-6.6
lamp_54f858f74a0eb7d5ee11949398abce38-03,03636649,130.6,20.8
lamp_54f858f74a0eb7d5ee11949398abce38-04,03636649,195.6,20.8
lamp_54f858f74a0eb7d5ee11949398abce38-05,03636649,292.4,46.2
lamp_54f858f74a0eb7d5ee11949398abce38-06,03636649,259.2,6.0
lamp_54f858f74a0eb7d5ee11949398abce38-07,03636649,348.0,19.6
lamp_54f858f74a0eb7d5ee11949398abce38-08,03636649,340.9,44.2
lamp_54f858f74a0eb7d5ee11949398abce38-09,03636649,79.2,-15.9
lamp_55077c2175d97b8889ab11a408196888-00,03636649,66.7,33.8
lamp_55077c2175d97b8889ab11a408196888-01,03636649,210.2,9.2
lamp_55077c2175d97b8889ab11a408196888-02,03636649,306.6,41.9
lamp_55077c2175d97b8889ab11a408196888-03,03636649,120.3,-7.1
lamp_55077c2175d97b8889ab11a408196888-04,03636649,123.2,13.1
lamp_55077c2175d97b8889ab11a408196888-05,03636649,108.2,17.7
lamp_55077c2175d97b8889ab11a408196888-06,03636649,295.5,-18.5
lamp_55077c2175d97b8889ab11a408196888-07,03636649,45.0,45.5
lamp_55077c2175d97b8889ab11a408196888-08,03636649,99.8,33.1
lamp_55077c2175d97b8889ab11a408196888-09,03636649,23.7,43.9
lamp_551bec14757bd4b27b79156a61ad4c01-00,03636649,115.8,31.9
lamp_551bec14757bd4b27b79156a61ad4c01-01,03636649,241.1,27.8
lamp_551bec14757bd4b27b79156a61ad4c01-02,03636649,286.1,30.1
lamp_551bec14757bd4b27b79156a61ad4c01-03,03636649,241.8,18.8
lamp_551bec14757bd4b27b79156a61ad4c01-04,03636649,63.2,-11.6
lamp_551bec14757bd4b27b79156a61ad4c01-05,03636649,330.1,-14.8
lamp_551bec14757bd4b27b79156a61ad4c01-06,03636649,278.4,10.7
lamp_551bec14757bd4b27b79156a61ad4c01-07,03636649,359.0,18.0
lamp_551bec14757bd4b27b79156a61ad4c01-08,03636649,76.1,41.4
lamp_551bec14757bd4b27b79156a61ad4c01-09,03636649,184.2,19.7
lamp_551f8026ff0917c781a172d69c52a28a-00,03636649,316.3,25.7
lamp_551f8026ff0917c781a172d69c52a28a-01,03636649,302.3,21.4
lamp_551f8026ff0917c781a172d69c52a28a-02,03636649,273.5,-5.2
lamp_551f8026ff0917c781a172d69c52a28a-03,03636649,181.9,26.8
lamp_551f8026ff0917c781a172d69c52a28a-04,03636649,96.8,21.0
lamp_551f8026ff0917c781a172d69c52a28a-05,03636649,4.9,-17.8
lamp_551f8026ff0917c781a172d69c52a28a-06,03636649,80.0,40.2
lamp_551f8026ff0917c781a172d69c52a28a-07,03636649,73.0,34.3
lamp_551f8026ff0917c781a172d69c52a28a-08,03636649,62.5,14.8
lamp_551f8026ff0917c781a172d69c52a28a-09,03636649,145.8,23.9
lamp_555152a8e9cdbbe41afedc87fe387fe-00,03636649,204.9,24.0
lamp_555152a8e9cdbbe41afedc87fe387fe-01,03636649,32.6,20.6
lamp_555152a8e9cdbbe41afedc87fe387fe-02,03636649,84.6,-6.3
lamp_555152a8e9cdbbe41afedc87fe387fe-03,03636649,169.0,30.6
lamp_555152a8e9cdbbe41afedc87fe387fe-04,03636649,316.2,-15.2
lamp_555152a8e9cdbbe41afedc87fe387fe-05,03636649,177.9,16.7
lamp_555152a8e9cdbbe41afedc87fe387fe-06,03636649,149.0,47.5
lamp_555152a8e9cdbbe41afedc87fe387fe-07,03636649,282.4,32.7
lamp_555152a8e9cdbbe41afedc87fe387fe-08,03636649,284.2,18.3
lamp_555152a8e9cdbbe41afedc87fe387fe-09,03636649,138.6,-14.5
lamp_5580b95ab8e7806c6c5b8009db95f66f-00,03636649,333.2,26.7
lamp_5580b95ab8e7806c6c5b8009db95f66f-01,03636649,16.2,40.2
lamp_5580b95ab8e7806c6c5b8009db95f66f-02,03636649,108.0,25.2
lamp_5580b95ab8e7806c6c5b8009db95f66f-03,03636649,300.8,7.4
lamp_5580b95ab8e7806c6c5b8009db95f66f-04,03636649,96.5,35.2
lamp_5580b95ab8e7806c6c5b8009db95f66f-05,03636649,56.8,6.2
lamp_5580b95ab8e7806c6c5b8009db95f66f-06,03636649,78.0,-19.2
lamp_5580b95ab8e7806c6c5b8009db95f66f-07,03636649,203.9,36.7
lamp_5580b95ab8e7806c6c5b8009db95f66f-08,03636649,326.2,1.6
lamp_5580b95ab8e7806c6c5b8009db95f66f-09,03636649,81.7,48.5
lamp_55af2652c4460b05ef3a2c64cef919d0-00,03636649,95.0,-19.0
lamp_55af2652c4460b05ef3a2c64cef919d0-01,03636649,250.5,32.6
lamp_55af2652c4460b05ef3a2c64cef919d0-02,03636649,204.9,-5.8
lamp_55af2652c4460b05ef3a2c64cef919d0-03,03636649,55.8,38.9
lamp_55af2652c4460b05ef3a2c64cef919d0-04,03636649,243.6,47.3
lamp_55af2652c4460b05ef3a2c64cef919d0-05,03636649,101.9,1.1
lamp_55af2652c4460b05ef3a2c64cef919d0-06,03636649,341.8,5.3
lamp_55af2652c4460b05ef3a2c64cef919d0-07,03636649,287.9,41.2
lamp_55af2652c4460b05ef3a2c64cef919d0-08,03636649,131.3,20.4
lamp_55af2652c4460b05ef3a2c64cef919d0-09,03636649,4.8,8.4
lamp_55b002ebe262df5cba0a7d54f5c0d947-00,03636649,225.7,19.4
lamp_55b002ebe262df5cba0a7d54f5c0d947-01,03636649,202.1,25.2
lamp_55b002ebe262df5cba0a7d54f5c0d947-02,03636649,355.3,-11.7
lamp_55b002ebe262df5cba0a7d54f5c0d947-03,03636649,354.1,-6.1
lamp_55b002ebe262df5cba0a7d54f5c0d947-04,03636649,341.1,23.1
lamp_55b002ebe262df5cba0a7d54f5c0d947-05,03636649,324.1,43.3
lamp_55b002ebe262df5cba0a7d54f5c0d947-06,03636649,49.2,-17.5
lamp_55b002ebe262df5cba0a7d54f5c0d947-07,03636649,91.4,1.8
lamp_55b002ebe262df5cba0a7d54f5c0d947-08,03636649,93.3,-4.1
lamp_55b002ebe262df5cba0a7d54f5c0d947-09,03636649,37.3,0.8
lamp_55de711b4c86b86188e7662971dc736f-00,03636649,249.3,45.2
lamp_55de711b4c86b86188e7662971dc736f-01,03636649,343.0,45.0
lamp_55de711b4c86b86188e7662971dc736f-02,03636649,119.1,33.8
lamp_55de711b4c86b86188e7662971dc736f-03,03636649,90.9,5.7
lamp_55de711b4c86b86188e7662971dc736f-04,03636649,246.9,29.5
lamp_55de711b4c86b86188e7662971dc736f-05,03636649,187.8,22.0
lamp_55de711b4c86b86188e7662971dc736f-06,03636649,121.7,17.9
lamp_55de711b4c86b86188e7662971dc736f-07,03636649,81.4,22.2
lamp_55de711b4c86b86188e7662971dc736f-08,03636649,82.6,-13.0
lamp_55de711b4c86b86188e7662971dc736f-09,03636649,13.0,38.1
lamp_55eea74e6f73173b49904d779af64a6e-00,03636649,209.5,14.7
lamp_55eea74e6f73173b49904d779af64a6e-01,03636649,105.7,-17.4
lamp_55eea74e6f73173b49904d779af64a6e-02,03636649,339.2,-16.0
lamp_55eea74e6f73173b49904d779af64a6e-03,03636649,310.1,49.5
lamp_55eea74e6f73173b49904d779af64a6e-04,03636649,294.9,24.6
lamp_55eea74e6f73173b49904d779af64a6e-05,03636649,10.2,-14.3
lamp_55eea74e6f73173b49904d779af64a6e-06,03636649,205.6,-5.8
lamp_55eea74e6f73173b49904d779af64a6e-07,03636649,205.4,24.6
lamp_55eea74e6f73173b49904d779af64a6e-08,03636649,275.2,34.3
lamp_55eea74e6f73173b49904d779af64a6e-09,03636649,199.8,11.5
lamp_55f607d043cb587d5c10b08ea69398c3-00,03636649,236.3,-6.0
lamp_55f607d043cb587d5c10b08ea69398c3-01,03636649,275.0,21.1
lamp_55f607d043cb587d5c10b08ea69398c3-02,03636649,190.4,44.2
lamp_55f607d043cb587d5c10b08ea69398c3-03,03636649,46.3,17.7
lamp_55f607d043cb587d5c10b08ea69398c3-04,03636649,195.4,1.4
lamp_55f607d043cb587d5c10b08ea69398c3-05,03636649,295.7,16.5
lamp_55f607d043cb587d5c10b08ea69398c3-06,03636649,116.6,12.6
lamp_55f607d043cb587d5c10b08ea69398c3-07,03636649,262.1,6.4
lamp_55f607d043cb587d5c10b08ea69398c3-08,03636649,55.9,28.2
lamp_55f607d043cb587d5c10b08ea69398c3-09,03636649,338.1,-3.7
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-00,03636649,210.5,-12.0
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-01,03636649,335.2,9.5
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-02,03636649,28.4,33.9
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-03,03636649,327.2,28.4
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-04,03636649,170.0,-1.7
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-05,03636649,32.6,33.9
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-06,03636649,55.6,-13.7
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-07,03636649,162.0,3.0
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-08,03636649,46.6,-10.4
lamp_5614d1c24806ce0a8d1fe8cdc415f4c5-09,03636649,225.2,5.4
lamp_561853e6377361196afaa22adc38077c-00,03636649,60.1,23.4
lamp_561853e6377361196afaa22adc38077c-01,03636649,197.5,47.6
lamp_561853e6377361196afaa22adc38077c-02,03636649,230.5,47.8
lamp_561853e6377361196afaa22adc38077c-03,03636649,83.3,9.1
lamp_561853e6377361196afaa22adc38077c-04,03636649,198.4,-19.6
lamp_561853e6377361196afaa22adc38077c-05,03636649,76.1,22.6
lamp_561853e6377361196afaa22adc38077c-06,03636649,148.5,24.5
lamp_561853e6377361196afaa22adc38077c-07,03636649,213.1,20.3
lamp_561853e6377361196afaa22adc38077c-08,03636649,281.4,17.0
lamp_561853e6377361196afaa22adc38077c-09,03636649,161.7,-18.6
lamp_5656f1bb53d675ffcb8d8c6d4df8143-00,03636649,132.1,35.2
lamp_5656f1bb53d675ffcb8d8c6d4df8143-01,03636649,295.6,43.9
lamp_5656f1bb53d675ffcb8d8c6d4df8143-02,03636649,85.3,44.3
lamp_5656f1bb53d675ffcb8d8c6d4df8143-03,03636649,142.3,44.5
lamp_5656f1bb53d675ffcb8d8c6d4df8143-04,03636649,194.6,-14.8
lamp_5656f1bb53d675ffcb8d8c6d4df8143-05,03636649,347.1,-10.7
lamp_5656f1bb53d675ffcb8d8c6d4df8143-06,03636649,22.4,11.0
lamp_5656f1bb53d675ffcb8d8c6d4df8143-07,03636649,248.1,-2.8
lamp_5656f1bb53d675ffcb8d8c6d4df8143-08,03636649,121.7,45.2
lamp_5656f1bb53d675ffcb8d8c6d4df8143-09,03636649,294.0,26.8
lamp_5680570f242c595255ee7d0585fd5223-00,03636649,96.6,0.6
lamp_5680570f242c595255ee7d0585fd5223-01,03636649,304.7,-14.4
lamp_5680570f242c595255ee7d0585fd5223-02,03636649,228.2,-12.2
lamp_5680570f242c595255ee7d0585fd5223-03,03636649,175.6,9.3
lamp_5680570f242c595255ee7d0585fd5223-04,03636649,359.6,27.5
lamp_5680570f242c595255ee7d0585fd5223-05,03636649,24.6,15.7
lamp_5680570f242c595255ee7d0585fd5223-06,03636649,56.5,4.6
lamp_5680570f242c595255ee7d0585fd5223-07,03636649,280.6,7.0
lamp_5680570f242c595255ee7d0585fd5223-08,03636649,323.4,33.3
lamp_5680570f242c595255ee7d0585fd5223-09,03636649,18.0,37.1
lamp_56cfd1c474b7b88920c80e4850e77325-00,03636649,53.7,18.1
lamp_56cfd1c474b7b88920c80e4850e77325-01,03636649,238.6,19.0
lamp_56cfd1c474b7b88920c80e4850e77325-02,03636649,90.6,49.6
lamp_56cfd1c474b7b88920c80e4850e77325-03,03636649,52.6,43.4
lamp_56cfd1c474b7b88920c80e4850e77325-04,03636649,91.8,29.6
lamp_56cfd1c474b7b88920c80e4850e77325-05,03636649,254.9,3.6
lamp_56cfd1c474b7b88920c80e4850e77325-06,03636649,163.4,0.5
lamp_56cfd1c474b7b88920c80e4850e77325-07,03636649,59.3,6.6
lamp_56cfd1c474b7b88920c80e4850e77325-08,03636649,205.7,4.1
lamp_56cfd1c474b7b88920c80e4850e77325-09,03636649,251.3,24.1
lamp_571027d7f9639bfa7d7103fc1114c50f-00,03636649,55.6,13.7
lamp_571027d7f9639bfa7d7103fc1114c50f-01,03636649,209.5,-6.0
lamp_571027d7f9639bfa7d7103fc1114c50f-02,03636649,254.3,-2.4
lamp_571027d7f9639bfa7d7103fc1114c50f-03,03636649,254.3,19.3
lamp_571027d7f9639bfa7d7103fc1114c50f-04,03636649,31.5,22.8
lamp_571027d7f9639bfa7d7103fc1114c50f-05,03636649,124.2,25.5
lamp_571027d7f9639bfa7d7103fc1114c50f-06,03636649,234.8,-9.6
lamp_571027d7f9639bfa7d7103fc1114c50f-07,03636649,277.1,36.9
lamp_571027d7f9639bfa7d7103fc1114c50f-08,03636649,126.2,13.1
lamp_571027d7f9639bfa7d7103fc1114c50f-09,03636649,291.5,34.3
lamp_571137d6378372c5fcb8d8c6d4df8143-00,03636649,239.5,30.8
lamp_571137d6378372c5fcb8d8c6d4df8143-01,03636649,254.1,43.1
lamp_571137d6378372c5fcb8d8c6d4df8143-02,03636649,272.2,42.0
lamp_571137d6378372c5fcb8d8c6d4df8143-03,03636649,180.7,46.6
lamp_571137d6378372c5fcb8d8c6d4df8143-04,03636649,20.4,37.4
lamp_571137d6378372c5fcb8d8c6d4df8143-05,03636649,35.8,-19.3
lamp_571137d6378372c5fcb8d8c6d4df8143-06,03636649,334.3,27.5
lamp_571137d6378372c5fcb8d8c6d4df8143-07,03636649,249.3,37.9
lamp_571137d6378372c5fcb8d8c6d4df8143-08,03636649,96.7,18.2
lamp_571137d6378372c5fcb8d8c6d4df8143-09,03636649,107.8,18.2
lamp_573500f52762f0ea8485cf03cd00c621-00,03636649,222.0,36.5
lamp_573500f52762f0ea8485cf03cd00c621-01,03636649,171.7,47.7
lamp_573500f52762f0ea8485cf03cd00c621-02,03636649,290.8,4.9
lamp_573500f52762f0ea8485cf03cd00c621-03,03636649,304.5,1.7
lamp_573500f52762f0ea8485cf03cd00c621-04,03636649,214.5,-1.4
lamp_573500f52762f0ea8485cf03cd00c621-05,03636649,255.7,7.7
lamp_573500f52762f0ea8485cf03cd00c621-06,03636649,241.7,4.6
lamp_573500f52762f0ea8485cf03cd00c621-07,03636649,52.7,37.5
lamp_573500f52762f0ea8485cf03cd00c621-08,03636649,269.7,24.1
lamp_573500f52762f0ea8485cf03cd00c621-09,03636649,233.6,35.1
lamp_574e0de3cea53dd472b623d6378b1581-00,03636649,275.6,42.2
lamp_574e0de3cea53dd472b623d6378b1581-01,03636649,339.7,-8.2
lamp_574e0de3cea53dd472b623d6378b1581-02,03636649,111.7,35.4
lamp_574e0de3cea53dd472b623d6378b1581-03,03636649,322.4,27.6
lamp_574e0de3cea53dd472b623d6378b1581-04,03636649,317.4,0.7
lamp_574e0de3cea53dd472b623d6378b1581-05,03636649,12.6,8.3
lamp_574e0de3cea53dd472b623d6378b1581-06,03636649,105.9,49.0
lamp_574e0de3cea53dd472b623d6378b1581-07,03636649,109.8,-16.4
lamp_574e0de3cea53dd472b623d6378b1581-08,03636649,240.4,0.2
lamp_574e0de3cea53dd472b623d6378b1581-09,03636649,54.4,27.7
lamp_57930764a16deae9b219dbeac7819b2b-00,03636649,47.7,43.7
lamp_57930764a16deae9b219dbeac7819b2b-01,03636649,328.0,31.9
lamp_57930764a16deae9b219dbeac7819b2b-02,03636649,83.1,39.0
lamp_57930764a16deae9b219dbeac7819b2b-03,03636649,89.7,15.9
lamp_57930764a16deae9b219dbeac7819b2b-04,03636649,243.7,46.0
lamp_57930764a16deae9b219dbeac7819b2b-05,03636649,153.5,-17.2
lamp_57930764a16deae9b219dbeac7819b2b-06,03636649,9.0,-19.1
lamp_57930764a16deae9b219dbeac7819b2b-07,03636649,202.1,33.9
lamp_57930764a16deae9b219dbeac7819b2b-08,03636649,64.3,0.6
lamp_57930764a16deae9b219dbeac7819b2b-09,03636649,254.8,-11.4
lamp_579387a47297e1f4276206fae5d3c473-00,03636649,223.1,32.7
lamp_579387a47297e1f4276206fae5d3c473-01,03636649,323.5,31.3
lamp_579387a47297e1f4276206fae5d3c473-02,03636649,140.1,13.6
lamp_579387a47297e1f4276206fae5d3c473-03,03636649,229.4,11.2
lamp_579387a47297e1f4276206fae5d3c473-04,03636649,263.9,-14.9
lamp_579387a47297e1f4276206fae5d3c473-05,03636649,221.4,32.5
lamp_579387a47297e1f4276206fae5d3c473-06,03636649,69.4,-0.4
lamp_579387a47297e1f4276206fae5d3c473-07,03636649,94.4,0.9
lamp_579387a47297e1f4276206fae5d3c473-08,03636649,32.1,0.8
lamp_579387a47297e1f4276206fae5d3c473-09,03636649,180.9,2.8
lamp_57aa536c02ea697b2195f9e636aede6a-00,03636649,156.9,9.3
lamp_57aa536c02ea697b2195f9e636aede6a-01,03636649,203.6,29.5
lamp_57aa536c02ea697b2195f9e636aede6a-02,03636649,218.3,29.1
lamp_57aa536c02ea697b2195f9e636aede6a-03,03636649,242.2,-0.1
lamp_57aa536c02ea697b2195f9e636aede6a-04,03636649,3.6,38.6
lamp_57aa536c02ea697b2195f9e636aede6a-05,03636649,50.2,2.8
lamp_57aa536c02ea697b2195f9e636aede6a-06,03636649,246.5,11.6
lamp_57aa536c02ea697b2195f9e636aede6a-07,03636649,302.5,-9.5
lamp_57aa536c02ea697b2195f9e636aede6a-08,03636649,122.8,-5.4
lamp_57aa536c02ea697b2195f9e636aede6a-09,03636649,358.3,32.2
lamp_57b95c1122beac7c3fef86d7b5969363-00,03636649,128.3,29.8
lamp_57b95c1122beac7c3fef86d7b5969363-01,03636649,178.5,8.3
lamp_57b95c1122beac7c3fef86d7b5969363-02,03636649,351.3,28.1
lamp_57b95c1122beac7c3fef86d7b5969363-03,03636649,25.3,29.3
lamp_57b95c1122beac7c3fef86d7b5969363-04,03636649,341.9,23.3
lamp_57b95c1122beac7c3fef86d7b5969363-05,03636649,304.8,45.7
lamp_57b95c1122beac7c3fef86d7b5969363-06,03636649,338.7,2.3
lamp_57b95c1122beac7c3fef86d7b5969363-07,03636649,238.6,34.3
lamp_57b95c1122beac7c3fef86d7b5969363-08,03636649,3.2,-7.7
lamp_57b95c1122beac7c3fef86d7b5969363-09,03636649,6.5,-6.5
lamp_57c1bc69df779d87bbc7a6acbd8f058b-00,03636649,262.9,15.0
lamp_57c1bc69df779d87bbc7a6acbd8f058b-01,03636649,2.1,12.7
lamp_57c1bc69df779d87bbc7a6acbd8f058b-02,03636649,124.2,34.9
lamp_57c1bc69df779d87bbc7a6acbd8f058b-03,03636649,122.0,-12.5
lamp_57c1bc69df779d87bbc7a6acbd8f058b-04,03636649,204.7,10.9
lamp_57c1bc69df779d87bbc7a6acbd8f058b-05,03636649,59.8,-2.0
lamp_57c1bc69df779d87bbc7a6acbd8f058b-06,03636649,357.7,33.3
lamp_57c1bc69df779d87bbc7a6acbd8f058b-07,03636649,359.3,26.1
lamp_57c1bc69df779d87bbc7a6acbd8f058b-08,03636649,284.7,-15.7
lamp_57c1bc69df779d87bbc7a6acbd8f058b-09,03636649,324.6,-15.6
lamp_57dfd0ac5a78c9322f841233486fac2b-00,03636649,120.4,22.4
lamp_57dfd0ac5a78c9322f841233486fac2b-01,03636649,197.7,-14.8
lamp_57dfd0ac5a78c9322f841233486fac2b-02,03636649,339.9,0.2
lamp_57dfd0ac5a78c9322f841233486fac2b-03,03636649,86.5,40.7
lamp_57dfd0ac5a78c9322f841233486fac2b-04,03636649,279.6,38.3
lamp_57dfd0ac5a78c9322f841233486fac2b-05,03636649,245.2,18.7
lamp_57dfd0ac5a78c9322f841233486fac2b-06,03636649,32.9,-17.4
lamp_57dfd0ac5a78c9322f841233486fac2b-07,03636649,22.7,-2.8
lamp_57dfd0ac5a78c9322f841233486fac2b-08,03636649,177.0,27.5
lamp_57dfd0ac5a78c9322f841233486fac2b-09,03636649,204.1,0.4
lamp_57e53cf314a173f835836c728d324152-00,03636649,198.3,7.5
lamp_57e53cf314a173f835836c728d324152-01,03636649,135.0,33.8
lamp_57e53cf314a173f835836c728d324152-02,03636649,145.4,18.4
lamp_57e53cf314a173f835836c728d324152-03,03636649,135.8,40.6
lamp_57e53cf314a173f835836c728d324152-04,03636649,122.1,-16.4
lamp_57e53cf314a173f835836c728d324152-05,03636649,59.7,44.4
lamp_57e53cf314a173f835836c728d324152-06,03636649,273.5,11.5
lamp_57e53cf314a173f835836c728d324152-07,03636649,76.3,-17.4
lamp_57e53cf314a173f835836c728d324152-08,03636649,355.9,-19.6
lamp_57e53cf314a173f835836c728d324152-09,03636649,343.4,8.6
lamp_57f1439f5161b8d366cff95abd9dc80-00,03636649,339.4,3.6
lamp_57f1439f5161b8d366cff95abd9dc80-01,03636649,157.7,17.0
lamp_57f1439f5161b8d366cff95abd9dc80-02,03636649,297.3,11.8
lamp_57f1439f5161b8d366cff95abd9dc80-03,03636649,217.3,-2.3
lamp_57f1439f5161b8d366cff95abd9dc80-04,03636649,194.7,36.2
lamp_57f1439f5161b8d366cff95abd9dc80-05,03636649,245.5,27.4
lamp_57f1439f5161b8d366cff95abd9dc80-06,03636649,173.3,-10.3
lamp_57f1439f5161b8d366cff95abd9dc80-07,03636649,170.5,39.0
lamp_57f1439f5161b8d366cff95abd9dc80-08,03636649,77.4,-7.1
lamp_57f1439f5161b8d366cff95abd9dc80-09,03636649,319.8,17.7
lamp_581ad338a34dc3bc30f6e0ede20c4525-00,03636649,297.5,-5.2
lamp_581ad338a34dc3bc30f6e0ede20c4525-01,03636649,148.8,44.9
lamp_581ad338a34dc3bc30f6e0ede20c4525-02,03636649,299.6,-15.3
lamp_581ad338a34dc3bc30f6e0ede20c4525-03,03636649,44.5,-19.3
lamp_581ad338a34dc3bc30f6e0ede20c4525-04,03636649,208.3,35.9
lamp_581ad338a34dc3bc30f6e0ede20c4525-05,03636649,12.2,38.3
lamp_581ad338a34dc3bc30f6e0ede20c4525-06,03636649,203.9,2.0
lamp_581ad338a34dc3bc30f6e0ede20c4525-07,03636649,306.9,-14.0
lamp_581ad338a34dc3bc30f6e0ede20c4525-08,03636649,207.0,28.1
lamp_581ad338a34dc3bc30f6e0ede20c4525-09,03636649,182.3,36.0
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-00,03636649,11.5,2.6
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-01,03636649,0.5,7.8
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-02,03636649,344.7,18.0
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-03,03636649,340.0,42.7
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-04,03636649,207.1,31.2
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-05,03636649,344.9,36.1
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-06,03636649,255.2,-19.2
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-07,03636649,181.2,15.9
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-08,03636649,149.5,17.4
lamp_5828e8ad9fd14a1cdb1afe6c464e7652-09,03636649,60.1,14.8
lamp_5830c288acd8dbc5f71f6713526f9507-00,03636649,77.2,28.1
lamp_5830c288acd8dbc5f71f6713526f9507-01,03636649,159.9,44.1
lamp_5830c288acd8dbc5f71f6713526f9507-02,03636649,345.8,37.1
lamp_5830c288acd8dbc5f71f6713526f9507-03,03636649,20.0,-17.3
lamp_5830c288acd8dbc5f71f6713526f9507-04,03636649,31.3,40.9
